access,acquisition_method,best_use,comparator_record_type,data_fit,domain,next_action,priority,public_display_guidance,region,source_file,source_id,source_name,source_package,source_type,url,vendor_positive_required_fields
Public website; account affects pricing/procurement,public_site_catalog_parse,"Fasteners, safety, tools, vending/inventory-management and industrial supplies.",offer_or_catalog,current_public_offer_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,2,show structured facts and source/vendor links; do not clone page layout,US/Canada/international,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,FASTENAL_PUBLIC_SITE,Fastenal public catalogue,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,fastener_industrial_public_catalog,https://www.fastenal.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public site; account may affect pricing,public_site_catalog_parse,"Canadian MRO, tools, fasteners, property supplies, safety, electrical and industrial offer reference.",offer_or_catalog,current_public_offer_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,2,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,GRAINGER_CANADA_PUBLIC,Grainger Canada public catalogue,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,industrial_supply_retail_catalog,https://www.grainger.ca/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Kaggle download/account terms apply,manual_review,"Prototype Grainger-style industrial catalog records with product URLs, manufacturer item number, Grainger part number, price and product image.",source,training_sample_dataset,tools_fasteners_hardware_property_cabinet,open_source_review_then_assign_connector_type,2,show structured facts and source/vendor links; do not clone page layout,reference,manual_addition,GRAINGER_KAGGLE_140K,Grainger Products Database - 140K Records,added_in_aggressive_acquisition,third_party_dataset,https://www.kaggle.com/datasets/thedevastator/grainger-products-database-140k-records,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website; catalogue/account context unclear,public_site_catalog_parse,"Western Canadian industrial, agricultural, automotive, safety, heavy-duty truck, construction and property supplies.",offer_or_catalog,current_public_offer_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,2,show structured facts and source/vendor links; do not clone page layout,Western Canada,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,GREGG_DISTRIBUTORS,Gregg Distributors,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,canadian_industrial_supply_catalog,https://greggdistributors.ca/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public online catalogue/account pricing may vary,manual_review,"Architectural hardware, furniture fittings, kitchen storage, sliding/door hardware, lighting and cabinet hardware.",offer_or_catalog,manufacturer_distributor_catalog_reference,tools_fasteners_hardware_property_cabinet,open_source_review_then_assign_connector_type,2,show structured facts and source/vendor links; do not clone page layout,Canada/global,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,HAFELE_CANADA,Häfele Canada,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,cabinet_architectural_hardware_catalog,https://www.hafele.ca/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public site/catalogs,public_site_catalog_parse,"Drawer systems, hinges, sliding/folding doors, cabinet hardware, furniture fittings.",offer_or_catalog,manufacturer_spec_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,2,show structured facts and source/vendor links; do not clone page layout,Canada/global,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,HETTICH_CANADA,Hettich Canada,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,furniture_fittings_catalog,https://web.hettich.com/en-ca/home,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public retail catalog,manual_review,"Woodworking tools, hardware, gardening, cabinet hardware and property/home tools.",offer_or_catalog,current_public_offer_reference,tools_fasteners_hardware_property_cabinet,open_source_review_then_assign_connector_type,2,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,LEE_VALLEY,Lee Valley Tools,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,tools_hardware_woodworking_catalog,https://www.leevalley.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
"Public product pages, phone/email sales",manual_review,"Local fastener solutions, abrasives, bolts, bolt bins, storage, anchors, drill bits, hand tools, nuts, washers, screws.",source,local_supplier_reference,tools_fasteners_hardware_property_cabinet,open_source_review_then_assign_connector_type,2,show structured facts and source/vendor links; do not clone page layout,Red Deer / Western Canada,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,RED_DEER_BOLT,Red Deer Bolt Ltd,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,local_fastener_supplier,https://reddeerbolt.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public category catalogue,public_site_catalog_parse,"Collated fasteners, datacom/low voltage, direct fastening, anchors, hardware, nuts/bolts/washers, strut, rivets, structural attachments.",offer_or_catalog,local_supplier_catalog_reference,tools_fasteners_hardware_property_cabinet,seed_category_urls_then_extract_jsonld_or_product_cards,2,show structured facts and source/vendor links; do not clone page layout,Red Deer / Alberta,Comparator-definitions/data-sources/tools_fasteners_hardware_property_cabinet/normalized/tools_fasteners_hardware_property_cabinet_source_catalog.json,RED_DEER_FASTENERS,Red Deer Fasteners,Tools_Fasteners_Hardware_Property_Cabinet_Data_Sources_GitHub_Import_v0_1.zip,local_fastener_supplier_catalog,https://www.rdfasteners.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website; no official public catalog API found,public_site_catalog_parse,"Retail auto parts categories, fitment and current offer examples.",offer_or_catalog,current_public_offer_reference,auto_parts_fitment,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,US,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,ADVANCE_AUTO_PUBLIC_CATALOG,Advance Auto Parts public catalog,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,public_auto_parts_retail_catalog,https://shop.advanceautoparts.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website; no official public catalog API found,public_site_catalog_parse,"Retail auto parts categories, fitment and current offer examples.",offer_or_catalog,current_public_offer_reference,auto_parts_fitment,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,US,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,AUTOZONE_PUBLIC_CATALOG,AutoZone public auto parts catalog,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,public_auto_parts_retail_catalog,https://www.autozone.com/parts,vendor_name;source_url;retrieved_date;purchase_or_source_link
Commercial subscription/access,account_api_or_commercial_feed,Shop management and parts integration context for professional auto repair.,source,commercial_workflow_reference,auto_parts_fitment,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,NAPA_TRACS,NAPA TRACS / shop management ecosystem,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,shop_management_parts_integration,https://www.napatracs.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website; no official public catalog API found,public_site_catalog_parse,"Retail auto parts categories, fitment and current offer examples.",offer_or_catalog,current_public_offer_reference,auto_parts_fitment,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,US,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,OREILLY_PUBLIC_CATALOG,O'Reilly Auto Parts public catalog,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,public_auto_parts_retail_catalog,https://www.oreillyauto.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website,public_site_catalog_parse,Canadian auto parts retail reference and local-market pricing examples.,offer_or_catalog,current_public_offer_reference,auto_parts_fitment,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,PARTSAVATAR_CANADA,PartsAvatar Canada public catalog,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,public_auto_parts_retail_catalog,https://partsavatar.ca/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Commercial data/demo,account_api_or_commercial_feed,ACES/PIES-compliant catalog data with many brands and multi-region coverage.,offer_or_catalog,commercial_catalog_feed,auto_parts_fitment,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,multi-region,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,PARTS_SQUARE_CATALOG_DATA,Parts Square automotive catalog data,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,commercial_aces_pies_catalog_feed,https://square.parts/solutions/automotive-catalog-data,vendor_name;source_url;retrieved_date;purchase_or_source_link
Commercial platform,account_api_or_commercial_feed,"ACES/PIES product data management, syndication and marketplace feeds.",offer_or_catalog,commercial_pim_feed_platform,auto_parts_fitment,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,PDM_AUTOMOTIVE,PDM Automotive,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,auto_parts_product_data_platform,https://pdmautomotive.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Commercial service,account_api_or_commercial_feed,"ACES/PIES expertise, catalog strategy, cleanup, mapping, data sync and delivery.",offer_or_catalog,commercial_catalog_data_services,auto_parts_fitment,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/auto_parts_fitment/normalized/auto_parts_fitment_source_catalog.json,VERTICAL_DEVELOPMENT,Vertical Development auto parts catalog/fitment services,Auto_Parts_Fitment_Data_Sources_GitHub_Import_v0_1.zip,auto_parts_catalog_data_services,https://www.verticaldev.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Download/API access listed by provider,manual_review,Cell phone brands/models/specifications; useful for phone classes if licensing works.,offer_or_catalog,phone_specs_dataset,computer_it_communications,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,BACK4APP_PHONE_DATASET,Cell Phones Brands and Models Database,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,mobile_phone_specs_dataset_api,https://www.back4app.com/database/paul-datasets/cell-phone-dataset,vendor_name;source_url;retrieved_date;purchase_or_source_link
Developer account / keys required,account_api_or_commercial_feed,"Price and Availability API exposes MSRP, reseller pricing, inventory and product attributes.",offer_or_catalog,live_reseller_offer_source,computer_it_communications,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,CDW_API_PORTAL,CDW API Management Portal,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,it_reseller_catalog_api,https://portal.apiconnect.cdw.com/apis,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public support pages,manual_review,Current Dell product datasheets and technical documentation.,technical_spec,manufacturer_spec_reference,computer_it_communications,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,DELL_DATASHEETS,Dell Product Datasheets,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,manufacturer_product_datasheets,https://www.dell.com/en-ca/lp/legal/product-info-datasheets,vendor_name;source_url;retrieved_date;purchase_or_source_link
Customer/Premier access required,pdf_or_catalog_parse,"Dell catalog, SKU descriptions, pricing and order-related information for customer catalog access.",offer_or_catalog,manufacturer_direct_catalog_source,computer_it_communications,download_pdf_or_catalog_pages_then_extract_tables,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,DELL_PREMIER_API,Dell Premier APIs / Catalog Pull API,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,manufacturer_catalog_api,https://www.delltechnologies.com/asset/en-us/solutions/premier-solutions/briefs-summaries/dell-premier-api-introduction-direct.pdf,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website; no official bulk download found,direct_download_or_public_api,"Mobile/cell phone specs and reviews; use carefully as reference, not official bulk feed.",technical_spec,phone_specs_reference,computer_it_communications,download_bulk_file_or_call_public_api,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,GSMARENA,GSMArena phone specification database,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,mobile_phone_specs_reference,https://www.gsmarena.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Kaggle account/download terms apply,manual_review,Extracted mobile phone specs dataset for historical/spec Comparator population.,technical_spec,phone_specs_dataset,computer_it_communications,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,GSMARENA_KAGGLE,GSMArena Phone Dataset on Kaggle,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,mobile_phone_specs_dataset,https://www.kaggle.com/datasets/arwinneil/gsmarena-phone-dataset,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public API endpoint documented,direct_download_or_public_api,"List Azure Marketplace products, cloud/software offers and product metadata.",offer_or_catalog,software_cloud_offer_catalog,computer_it_communications,download_bulk_file_or_call_public_api,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,MICROSOFT_AZURE_MARKETPLACE_CATALOG,Microsoft Azure Marketplace Catalog API,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,software_cloud_marketplace_catalog_api,https://learn.microsoft.com/en-us/rest/api/marketplacecatalog/dataplane/list-products/list-products,vendor_name;source_url;retrieved_date;purchase_or_source_link
API / terms apply,manual_review,Frequency/talkgroup/trunking data access for radio programming and reference workflows.,offer_or_catalog,communications_reference_api,computer_it_communications,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,RADIOREFERENCE_API,RadioReference Database Web Service API,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,radio_frequency_api,https://support.radioreference.com/hc/en-us/articles/18844460198932-Database-Web-Service-API,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public database; downloads/API terms apply,manual_review,"Scanner, public safety, amateur and land-mobile frequency/talkgroup context.",source,communications_reference,computer_it_communications,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/computer_it_communications/normalized/computer_it_communications_source_catalog.json,RADIOREFERENCE_DATABASE,RadioReference Database,Computer_IT_Communications_Product_Data_Sources_GitHub_Import_v0_1.zip,radio_communications_frequency_database,https://www.radioreference.com/db/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Free account/download; API/embed docs,manual_review,"Furniture and interior product BIM objects, 3D models and manufacturer metadata.",technical_spec,bim_spec_product_reference,furnishings_furniture,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/furnishings_furniture/normalized/furnishings_furniture_source_catalog.json,BIMOBJECT_FURNITURE,BIMobject furniture/manufacturer objects,Furnishings_Furniture_Data_Sources_GitHub_Import_v0_1.zip,BIM_product_directory,https://www.bimobject.com/en-ca,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public/free account likely,manual_review,Generic and manufacturer BIM objects for interiors/furniture.,technical_spec,bim_spec_product_reference,furnishings_furniture,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/furnishings_furniture/normalized/furnishings_furniture_source_catalog.json,BIM_AND_CO_FURNITURE,BIM&CO furniture/BIM object platform,Furnishings_Furniture_Data_Sources_GitHub_Import_v0_1.zip,BIM_object_platform,https://www.bimandco.com/bim/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Paid/free API marketplace tiers,manual_review,"Structured IKEA product details including name, price, images, categories and variants where API terms allow.",offer_or_catalog,paid_current_offer_source,furnishings_furniture,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/furnishings_furniture/normalized/furnishings_furniture_source_catalog.json,IKEA_PRODUCT_DETAILS_API_ZYLA,IKEA Product Details API via Zyla,Furnishings_Furniture_Data_Sources_GitHub_Import_v0_1.zip,third_party_product_api,https://zylalabs.com/api-marketplace/commerce%2B%26%2Becommerce/ikea%2Bproduct%2Bdetails%2Bapi/2226,vendor_name;source_url;retrieved_date;purchase_or_source_link
Kaggle download terms apply,manual_review,"2,000 furniture product rows with e-commerce fields for prototype/testing, not authoritative current offers.",source,training_sample_dataset,furnishings_furniture,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global/reference,Comparator-definitions/data-sources/furnishings_furniture/normalized/furnishings_furniture_source_catalog.json,KAGGLE_FURNITURE_ECOM_2024,E-commerce Furniture Dataset 2024,Furnishings_Furniture_Data_Sources_GitHub_Import_v0_1.zip,furniture_dataset,https://www.kaggle.com/datasets/kanchana1990/e-commerce-furniture-dataset-2024,vendor_name;source_url;retrieved_date;purchase_or_source_link
Developer access / historical tech blog reference,account_api_or_commercial_feed,3D furniture model/product information where access is available.,offer_or_catalog,3d_model_product_reference,furnishings_furniture,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,US/global,Comparator-definitions/data-sources/furnishings_furniture/normalized/furnishings_furniture_source_catalog.json,WAYFAIR_3D_API,Wayfair Realtime 3D Model API,Furnishings_Furniture_Data_Sources_GitHub_Import_v0_1.zip,3d_model_product_api,https://www.aboutwayfair.com/tag/api,vendor_name;source_url;retrieved_date;purchase_or_source_link
Research/GitHub dataset,manual_review,"Clothing taxonomy dataset described as 186,150 images, 3-level taxonomy and 52 leaf nodes.",source,fashion_taxonomy_dataset,housewares_kitchen_appliances_clothing,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/housewares_kitchen_appliances_clothing/normalized/housewares_kitchen_appliances_clothing_source_catalog.json,ATLAS_CLOTHING_DATASET,Atlas Clothing Product Categorization Dataset,Housewares_Kitchen_Appliances_Clothing_Data_Sources_GitHub_Import_v0_1.zip,fashion_taxonomy_dataset,https://github.com/vumaasha/atlas,vendor_name;source_url;retrieved_date;purchase_or_source_link
Observed public app endpoints; terms/availability uncertain,manual_review,Best Buy Canada product/search/category/review/availability endpoint references; investigate carefully before production use.,offer_or_catalog,candidate_current_offer_source,housewares_kitchen_appliances_clothing,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/housewares_kitchen_appliances_clothing/normalized/housewares_kitchen_appliances_clothing_source_catalog.json,BEST_BUY_CANADA_APP_ENDPOINTS,Best Buy Canada mobile app API configuration,Housewares_Kitchen_Appliances_Clothing_Data_Sources_GitHub_Import_v0_1.zip,retailer_public_api_reference,https://www.bestbuy.ca/ns/mobile/android/configuration/v1.3.0/en,vendor_name;source_url;retrieved_date;purchase_or_source_link
Research dataset; terms apply,manual_review,"48,825 clothing images with segmentation and fine-grained attributes.",source,fashion_attribute_reference,housewares_kitchen_appliances_clothing,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/housewares_kitchen_appliances_clothing/normalized/housewares_kitchen_appliances_clothing_source_catalog.json,FASHIONPEDIA,Fashionpedia Dataset,Housewares_Kitchen_Appliances_Clothing_Data_Sources_GitHub_Import_v0_1.zip,fashion_attribute_dataset,https://fashionpedia.github.io/home/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Research/GitHub dataset,manual_review,Million-scale multi-label fine-grained fashion attribute dataset reference.,source,fashion_attribute_dataset,housewares_kitchen_appliances_clothing,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/housewares_kitchen_appliances_clothing/normalized/housewares_kitchen_appliances_clothing_source_catalog.json,IMATERIALIST_FASHION,iMaterialist Fashion Attribute Dataset,Housewares_Kitchen_Appliances_Clothing_Data_Sources_GitHub_Import_v0_1.zip,fashion_attribute_dataset,https://github.com/visipedia/imat_fashion_comp,vendor_name;source_url;retrieved_date;purchase_or_source_link
Commercial API,account_api_or_commercial_feed,"Product data infrastructure for appliances, furniture and mattresses across 300+ brands.",offer_or_catalog,commercial_product_feed,housewares_kitchen_appliances_clothing,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,US/Canada likely,Comparator-definitions/data-sources/housewares_kitchen_appliances_clothing/normalized/housewares_kitchen_appliances_clothing_source_catalog.json,SKULYTICS,Skulytics Appliance / Furniture / Mattress Product Data API,Housewares_Kitchen_Appliances_Clothing_Data_Sources_GitHub_Import_v0_1.zip,commercial_product_api,https://skulytics.io/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Paid/free tier API,manual_review,"UPC/EAN/ISBN lookup for housewares, kitchenware, appliances and clothing when barcode is known.",offer_or_catalog,barcode_lookup,housewares_kitchen_appliances_clothing;office_supplies_low_cost_general;product_identity_barcode_classification,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,global,Comparator-definitions/data-sources/housewares_kitchen_appliances_clothing/normalized/housewares_kitchen_appliances_clothing_source_catalog.json,GO_UPC,Go-UPC Global Barcode Database API,Housewares_Kitchen_Appliances_Clothing_Data_Sources_GitHub_Import_v0_1.zip;Office_Supplies_Low_Cost_General_Data_Sources_GitHub_Import_v0_1.zip;Product_Identity_Barcode_Classification_Data_Sources_GitHub_Import_v0_1.zip,global_barcode_product_api,https://go-upc.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Free account/download; API/embed docs,manual_review,Manufacturer BIM objects and structured product info for building products.,technical_spec,bim_reference,housing_construction_materials,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,Global,Comparator-definitions/data-sources/housing_construction_materials/normalized/construction_product_source_catalog.json,BIMOBJECT,BIMobject,Housing_Construction_Product_Data_Sources_GitHub_Import_v0_1.zip,BIM_manufacturer_object_directory,https://www.bimobject.com/en-ca,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public GitHub docs,manual_review,Embed previews/downloads; possible integration reference.,offer_or_catalog,api_documentation,housing_construction_materials,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,Global,Comparator-definitions/data-sources/housing_construction_materials/normalized/construction_product_source_catalog.json,BIMOBJECT_API_DOCS,BIMobject API documentation,Housing_Construction_Product_Data_Sources_GitHub_Import_v0_1.zip,BIM_download_embed_API,https://github.com/bimobject/api-documentation,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public/free account likely,manual_review,Manufacturer or generic 2D/3D BIM objects in RFA/SKP/IFC etc.,technical_spec,bim_reference,housing_construction_materials,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,Global,Comparator-definitions/data-sources/housing_construction_materials/normalized/construction_product_source_catalog.json,BIM_AND_CO,BIM&CO,Housing_Construction_Product_Data_Sources_GitHub_Import_v0_1.zip,BIM_object_platform,https://www.bimandco.com/bim/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Paid API,manual_review,Structured Home Depot US/Canada product search data when official access unavailable.,offer_or_catalog,paid_live_offer_source,housing_construction_materials,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/housing_construction_materials/normalized/construction_product_source_catalog.json,HOME_DEPOT_SERPAPI,SerpApi Home Depot Search/Product APIs,Housing_Construction_Product_Data_Sources_GitHub_Import_v0_1.zip,third_party_retail_api,https://serpapi.com/home-depot-search-api,vendor_name;source_url;retrieved_date;purchase_or_source_link
Supplier access; not a public product API,manual_review,Official supplier-side path; not a public product catalogue feed.,source,supplier_access_path,housing_construction_materials,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,US/Canada,Comparator-definitions/data-sources/housing_construction_materials/normalized/construction_product_source_catalog.json,HOME_DEPOT_SUPPLIER_HUB,The Home Depot Supplier Hub,Housing_Construction_Product_Data_Sources_GitHub_Import_v0_1.zip,supplier_portal,https://supplierhub.homedepot.com/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website; no obvious public API,direct_download_or_public_api,Manual/searchable current public retail product reference; API/manual extraction path TBD.,offer_or_catalog,current_public_offer_reference,housing_construction_materials,download_bulk_file_or_call_public_api,3,show structured facts and source/vendor links; do not clone page layout,Canada,Comparator-definitions/data-sources/housing_construction_materials/normalized/construction_product_source_catalog.json,HOME_HARDWARE_PUBLIC_SITE,Home Hardware public catalogue,Housing_Construction_Product_Data_Sources_GitHub_Import_v0_1.zip,retailer_public_site,https://www.homehardware.ca/en/,vendor_name;source_url;retrieved_date;purchase_or_source_link
Interactive API docs,manual_review,,source,,newark_current_online,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,,Comparator-definitions/data-sources/newark_current_online/normalized/newark_current_online_source_catalog.json,ELEMENT14_IO_DOCS,element14 API I/O Docs,Newark_Current_Online_Acquisition_GitHub_Import_v0_1.zip,,https://partner.element14.com/io-docs,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public docs; API key required for calls,account_api_or_commercial_feed,,source,,newark_current_online,request_api_key_account_or_feed_access,3,show structured facts and source/vendor links; do not clone page layout,,Comparator-definitions/data-sources/newark_current_online/normalized/newark_current_online_source_catalog.json,ELEMENT14_PRODUCT_SEARCH_API_DOCS,element14 Product Search API REST docs,Newark_Current_Online_Acquisition_GitHub_Import_v0_1.zip,,https://partner.element14.com/docs/Product_Search_API_REST__Description,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public website,public_site_catalog_parse,,source,,newark_current_online,seed_category_urls_then_extract_jsonld_or_product_cards,3,show structured facts and source/vendor links; do not clone page layout,,Comparator-definitions/data-sources/newark_current_online/normalized/newark_current_online_source_catalog.json,NEWARK_BROWSE,Newark Browse All Products,Newark_Current_Online_Acquisition_GitHub_Import_v0_1.zip,,https://www.newark.com/browse-for-products,vendor_name;source_url;retrieved_date;purchase_or_source_link
Public page; several tools require account,manual_review,,source,,newark_current_online,open_source_review_then_assign_connector_type,3,show structured facts and source/vendor links; do not clone page layout,,Comparator-definitions/data-sources/newark_current_online/normalized/newark_current_online_source_catalog.json,NEWARK_PROCUREMENT_TOOLS,Newark procurement support tools,Newark_Current_Online_Acquisition_GitHub_Import_v0_1.zip,,https://www.newark.com/services/purchasing-procurement-support,vendor_name;source_url;retrieved_date;purchase_or_source_link
